date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:08:51	112/112	---M-Z	200	added ('OK')	text/plain	date:Wed,%2007%20Dec%202022%2002:08:52%20GMT	https://wp.w3layouts.com/robots.txt		(from )
09:08:51	61400/61400	---M-Z	200	added ('OK')	text/html	date:Wed,%2007%20Dec%202022%2001:30:13%20GMT	https://wp.w3layouts.com/dogscare/	C:/My%20Web%20Sites/webclone/wp.w3layouts.com/dogscare/index.html	(from )
09:08:52	280468/280468	---M-Z	200	added ('OK')	text/css	etag:%2244794-5c193288574f9-gzip%22	https://wp.w3layouts.com/dogscare/wp-content/themes/dogscare/assets/css/style-liberty.css	C:/My%20Web%20Sites/webclone/wp.w3layouts.com/dogscare/wp-content/themes/dogscare/assets/css/style-liberty.css	(from https://wp.w3layouts.com/dogscare/)
09:08:52	88932/88932	---M-Z	200	added ('OK')	text/css	etag:%2215b64-5e3aeaf7e8cae-gzip%22	https://wp.w3layouts.com/dogscare/wp-includes/css/dist/block-library/style.min.css?ver=6.0.3	C:/My%20Web%20Sites/webclone/wp.w3layouts.com/dogscare/wp-includes/css/dist/block-library/style.min1eb7.css	(from https://wp.w3layouts.com/dogscare/)
09:08:52	2741/2741	---M-Z	200	added ('OK')	application/rss+xml	etag:%220595f85ecaa15a068841c59644e1ad3e-gzip%22	https://wp.w3layouts.com/dogscare/comments/feed/	C:/My%20Web%20Sites/webclone/wp.w3layouts.com/dogscare/comments/feed/index.html	(from https://wp.w3layouts.com/dogscare/)
09:08:52	55014/55014	---M-Z	200	added ('OK')	text/css	etag:%22d6e6-5c193288620d9-gzip%22	https://wp.w3layouts.com/dogscare/wp-content/themes/dogscare/style.css?ver=1.0.0	C:/My%20Web%20Sites/webclone/wp.w3layouts.com/dogscare/wp-content/themes/dogscare/style8a54.css	(from https://wp.w3layouts.com/dogscare/)
09:08:52	5940/5940	---M-Z	200	added ('OK')	application/rss+xml	etag:%220595f85ecaa15a068841c59644e1ad3e-gzip%22	https://wp.w3layouts.com/dogscare/feed/	C:/My%20Web%20Sites/webclone/wp.w3layouts.com/dogscare/feed/index.html	(from https://wp.w3layouts.com/dogscare/)
09:08:53	14432/14432	---M-Z	200	added ('OK')	text/css	etag:%223860-5e3ae9eeb3272-gzip%22	https://wp.w3layouts.com/dogscare/wp-content/plugins/tlp-food-menu/assets/css/foodmenu.min.css?ver=4.0.0	C:/My%20Web%20Sites/webclone/wp.w3layouts.com/dogscare/wp-content/plugins/tlp-food-menu/assets/css/foodmenu.mincce7.css	(from https://wp.w3layouts.com/dogscare/)
09:08:53	1057/1057	---M-Z	200	added ('OK')	text/css	etag:%22421-5e3aea08f2e34-gzip%22	https://wp.w3layouts.com/dogscare/wp-content/plugins/recent-posts-widget-with-thumbnails/public.css?ver=7.1.1	C:/My%20Web%20Sites/webclone/wp.w3layouts.com/dogscare/wp-content/plugins/recent-posts-widget-with-thumbnails/public03db.css	(from https://wp.w3layouts.com/dogscare/)
09:08:53	1391/1391	---MCZ	200	added ('OK')	application/json	date:Wed,%2007%20Dec%202022%2002:08:54%20GMT	https://wp.w3layouts.com/dogscare/wp-json/wp/v2/pages/8	C:/My%20Web%20Sites/webclone/wp.w3layouts.com/dogscare/wp-json/wp/v2/pages/8.json	(from https://wp.w3layouts.com/dogscare/)
09:08:53	172016/172016	---MCZ	200	added ('OK')	application/json	date:Wed,%2007%20Dec%202022%2002:08:54%20GMT	https://wp.w3layouts.com/dogscare/wp-json/	C:/My%20Web%20Sites/webclone/wp.w3layouts.com/dogscare/wp-json/index.html	(from https://wp.w3layouts.com/dogscare/)
09:08:54	1045/1045	---M-Z	200	added ('OK')	application/xml	etag:%22415-5aa08826a0600-gzip%22	https://wp.w3layouts.com/dogscare/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/webclone/wp.w3layouts.com/dogscare/wp-includes/wlwmanifest.xml	(from https://wp.w3layouts.com/dogscare/)
09:08:54	2402/2402	---MCZ	200	added ('OK')	application/json	date:Wed,%2007%20Dec%202022%2002:08:55%20GMT	https://wp.w3layouts.com/dogscare/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwp.w3layouts.com%2Fdogscare%2F	C:/My%20Web%20Sites/webclone/wp.w3layouts.com/dogscare/wp-json/oembed/1.0/embedd6ec.json	(from https://wp.w3layouts.com/dogscare/)
09:08:54	2473/2473	---M-Z	200	added ('OK')	text/xml	date:Wed,%2007%20Dec%202022%2002:08:55%20GMT	https://wp.w3layouts.com/dogscare/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwp.w3layouts.com%2Fdogscare%2F&format=xml	C:/My%20Web%20Sites/webclone/wp.w3layouts.com/dogscare/wp-json/oembed/1.0/embed0654	(from https://wp.w3layouts.com/dogscare/)
09:09:02	49817/49817	---M-Z	200	added ('OK')	text/html	date:Wed,%2007%20Dec%202022%2001:30:24%20GMT	https://wp.w3layouts.com/dogscare/about-page/	C:/My%20Web%20Sites/webclone/wp.w3layouts.com/dogscare/about-page/index.html	(from https://wp.w3layouts.com/dogscare/)
09:09:03	49086/49086	---M-Z	200	added ('OK')	text/html	date:Wed,%2007%20Dec%202022%2001:30:35%20GMT	https://wp.w3layouts.com/dogscare/services-page/	C:/My%20Web%20Sites/webclone/wp.w3layouts.com/dogscare/services-page/index.html	(from https://wp.w3layouts.com/dogscare/)
09:09:03	72451/72451	---MCZ	200	added ('OK')	text/html	date:Wed,%2007%20Dec%202022%2002:09:04%20GMT	https://wp.w3layouts.com/dogscare/single-landing-page/	C:/My%20Web%20Sites/webclone/wp.w3layouts.com/dogscare/single-landing-page/index.html	(from https://wp.w3layouts.com/dogscare/)
09:09:03	50986/50986	---M-Z	200	added ('OK')	text/html	date:Wed,%2007%20Dec%202022%2001:30:46%20GMT	https://wp.w3layouts.com/dogscare/blog-posts/	C:/My%20Web%20Sites/webclone/wp.w3layouts.com/dogscare/blog-posts/index.html	(from https://wp.w3layouts.com/dogscare/)
09:09:04	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2007%20Dec%202022%2002:09:05%20GMT	https://wp.w3layouts.com/dogscare/services	C:/My%20Web%20Sites/webclone/wp.w3layouts.com/dogscare/services	(from https://wp.w3layouts.com/dogscare/)
09:09:04	298804/298804	---M--	200	added ('OK')	image/jpeg	etag:%2248f34-5c1932885b379%22	https://wp.w3layouts.com/dogscare/wp-content/themes/dogscare/assets/images/banner1.jpg	C:/My%20Web%20Sites/webclone/wp.w3layouts.com/dogscare/wp-content/themes/dogscare/assets/images/banner1.jpg	(from https://wp.w3layouts.com/dogscare/)
09:09:04	45019/45019	---M-Z	200	added ('OK')	text/html	date:Wed,%2007%20Dec%202022%2001:30:57%20GMT	https://wp.w3layouts.com/dogscare/contact-page/	C:/My%20Web%20Sites/webclone/wp.w3layouts.com/dogscare/contact-page/index.html	(from https://wp.w3layouts.com/dogscare/)
09:09:04	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2007%20Dec%202022%2002:09:05%20GMT	https://wp.w3layouts.com/dogscare/contact	C:/My%20Web%20Sites/webclone/wp.w3layouts.com/dogscare/contact	(from https://wp.w3layouts.com/dogscare/)
09:09:05	78770/78770	---M--	200	added ('OK')	image/jpeg	etag:%22133b2-5c1932885b379%22	https://wp.w3layouts.com/dogscare/wp-content/themes/dogscare/assets/images/about.jpg	C:/My%20Web%20Sites/webclone/wp.w3layouts.com/dogscare/wp-content/themes/dogscare/assets/images/about.jpg	(from https://wp.w3layouts.com/dogscare/)
09:09:05	39537/39537	---M--	200	added ('OK')	image/jpeg	etag:%229a71-5c1932885c319%22	https://wp.w3layouts.com/dogscare/wp-content/themes/dogscare/assets/images/img1.jpg	C:/My%20Web%20Sites/webclone/wp.w3layouts.com/dogscare/wp-content/themes/dogscare/assets/images/img1.jpg	(from https://wp.w3layouts.com/dogscare/)
09:09:05	56406/56406	---M--	200	added ('OK')	image/jpeg	etag:%22dc56-5c1932885c319%22	https://wp.w3layouts.com/dogscare/wp-content/themes/dogscare/assets/images/img2.jpg	C:/My%20Web%20Sites/webclone/wp.w3layouts.com/dogscare/wp-content/themes/dogscare/assets/images/img2.jpg	(from https://wp.w3layouts.com/dogscare/)
09:09:05	63510/63510	---M--	200	added ('OK')	image/jpeg	etag:%22f816-5c1932885c319%22	https://wp.w3layouts.com/dogscare/wp-content/themes/dogscare/assets/images/img3.jpg	C:/My%20Web%20Sites/webclone/wp.w3layouts.com/dogscare/wp-content/themes/dogscare/assets/images/img3.jpg	(from https://wp.w3layouts.com/dogscare/)
09:09:05	1593/1593	---M--	200	added ('OK')	image/jpeg	etag:%22639-5c1932885d2b9%22	https://wp.w3layouts.com/dogscare/wp-content/themes/dogscare/assets/images/testi1.jpg	C:/My%20Web%20Sites/webclone/wp.w3layouts.com/dogscare/wp-content/themes/dogscare/assets/images/testi1.jpg	(from https://wp.w3layouts.com/dogscare/)
09:09:06	1796/1796	---M--	200	added ('OK')	image/jpeg	etag:%22704-5c1932885d2b9%22	https://wp.w3layouts.com/dogscare/wp-content/themes/dogscare/assets/images/testi2.jpg	C:/My%20Web%20Sites/webclone/wp.w3layouts.com/dogscare/wp-content/themes/dogscare/assets/images/testi2.jpg	(from https://wp.w3layouts.com/dogscare/)
09:09:06	65888/65888	---M--	200	added ('OK')	image/jpeg	etag:%2210160-5c1932885c319%22	https://wp.w3layouts.com/dogscare/wp-content/themes/dogscare/assets/images/g11.jpg	C:/My%20Web%20Sites/webclone/wp.w3layouts.com/dogscare/wp-content/themes/dogscare/assets/images/g11.jpg	(from https://wp.w3layouts.com/dogscare/)
09:09:06	59519/59519	---M--	200	added ('OK')	image/jpeg	etag:%22e87f-5c1932885b379%22	https://wp.w3layouts.com/dogscare/wp-content/themes/dogscare/assets/images/g1.jpg	C:/My%20Web%20Sites/webclone/wp.w3layouts.com/dogscare/wp-content/themes/dogscare/assets/images/g1.jpg	(from https://wp.w3layouts.com/dogscare/)
09:09:06	37650/37650	---M--	200	added ('OK')	image/jpeg	etag:%229312-5c1932885c319%22	https://wp.w3layouts.com/dogscare/wp-content/themes/dogscare/assets/images/g88.jpg	C:/My%20Web%20Sites/webclone/wp.w3layouts.com/dogscare/wp-content/themes/dogscare/assets/images/g88.jpg	(from https://wp.w3layouts.com/dogscare/)
09:09:07	14669/14669	---M--	200	added ('OK')	image/jpeg	etag:%22394d-5c1932885c319%22	https://wp.w3layouts.com/dogscare/wp-content/themes/dogscare/assets/images/g8.jpg	C:/My%20Web%20Sites/webclone/wp.w3layouts.com/dogscare/wp-content/themes/dogscare/assets/images/g8.jpg	(from https://wp.w3layouts.com/dogscare/)
09:09:07	53398/53398	---M--	200	added ('OK')	image/jpeg	etag:%22d096-5c1932885c319%22	https://wp.w3layouts.com/dogscare/wp-content/themes/dogscare/assets/images/g66.jpg	C:/My%20Web%20Sites/webclone/wp.w3layouts.com/dogscare/wp-content/themes/dogscare/assets/images/g66.jpg	(from https://wp.w3layouts.com/dogscare/)
09:09:07	17668/17668	---M--	200	added ('OK')	image/jpeg	etag:%224504-5c1932885c319%22	https://wp.w3layouts.com/dogscare/wp-content/themes/dogscare/assets/images/g6.jpg	C:/My%20Web%20Sites/webclone/wp.w3layouts.com/dogscare/wp-content/themes/dogscare/assets/images/g6.jpg	(from https://wp.w3layouts.com/dogscare/)
09:09:07	52349/52349	---M--	200	added ('OK')	image/jpeg	etag:%22cc7d-5c1932885c319%22	https://wp.w3layouts.com/dogscare/wp-content/themes/dogscare/assets/images/g22.jpg	C:/My%20Web%20Sites/webclone/wp.w3layouts.com/dogscare/wp-content/themes/dogscare/assets/images/g22.jpg	(from https://wp.w3layouts.com/dogscare/)
09:09:07	18055/18055	---M--	200	added ('OK')	image/jpeg	etag:%224687-5c1932885c319%22	https://wp.w3layouts.com/dogscare/wp-content/themes/dogscare/assets/images/g2.jpg	C:/My%20Web%20Sites/webclone/wp.w3layouts.com/dogscare/wp-content/themes/dogscare/assets/images/g2.jpg	(from https://wp.w3layouts.com/dogscare/)
09:09:08	39249/39249	---M--	200	added ('OK')	image/jpeg	etag:%229951-5c1932885c319%22	https://wp.w3layouts.com/dogscare/wp-content/themes/dogscare/assets/images/g33.jpg	C:/My%20Web%20Sites/webclone/wp.w3layouts.com/dogscare/wp-content/themes/dogscare/assets/images/g33.jpg	(from https://wp.w3layouts.com/dogscare/)
09:09:08	15888/15888	---M--	200	added ('OK')	image/jpeg	etag:%223e10-5c1932885c319%22	https://wp.w3layouts.com/dogscare/wp-content/themes/dogscare/assets/images/g3.jpg	C:/My%20Web%20Sites/webclone/wp.w3layouts.com/dogscare/wp-content/themes/dogscare/assets/images/g3.jpg	(from https://wp.w3layouts.com/dogscare/)
09:09:08	52958/52958	---M--	200	added ('OK')	image/jpeg	etag:%22cede-5c1932885c319%22	https://wp.w3layouts.com/dogscare/wp-content/themes/dogscare/assets/images/g9.jpg	C:/My%20Web%20Sites/webclone/wp.w3layouts.com/dogscare/wp-content/themes/dogscare/assets/images/g9.jpg	(from https://wp.w3layouts.com/dogscare/)
09:09:08	31480/31480	---M--	200	added ('OK')	image/jpeg	etag:%227af8-5c1932885c319%22	https://wp.w3layouts.com/dogscare/wp-content/themes/dogscare/assets/images/g44.jpg	C:/My%20Web%20Sites/webclone/wp.w3layouts.com/dogscare/wp-content/themes/dogscare/assets/images/g44.jpg	(from https://wp.w3layouts.com/dogscare/)
09:09:09	13131/13131	---M--	200	added ('OK')	image/jpeg	etag:%22334b-5c1932885c319%22	https://wp.w3layouts.com/dogscare/wp-content/themes/dogscare/assets/images/g4.jpg	C:/My%20Web%20Sites/webclone/wp.w3layouts.com/dogscare/wp-content/themes/dogscare/assets/images/g4.jpg	(from https://wp.w3layouts.com/dogscare/)
09:09:09	44571/44571	---M--	200	added ('OK')	image/jpeg	etag:%22ae1b-5c1932885c319%22	https://wp.w3layouts.com/dogscare/wp-content/themes/dogscare/assets/images/g77.jpg	C:/My%20Web%20Sites/webclone/wp.w3layouts.com/dogscare/wp-content/themes/dogscare/assets/images/g77.jpg	(from https://wp.w3layouts.com/dogscare/)
09:09:09	14223/14223	---M--	200	added ('OK')	image/jpeg	etag:%22378f-5c1932885c319%22	https://wp.w3layouts.com/dogscare/wp-content/themes/dogscare/assets/images/g7.jpg	C:/My%20Web%20Sites/webclone/wp.w3layouts.com/dogscare/wp-content/themes/dogscare/assets/images/g7.jpg	(from https://wp.w3layouts.com/dogscare/)
09:09:09	74541/74541	---M--	200	added ('OK')	image/jpeg	etag:%221232d-5c1932885c319%22	https://wp.w3layouts.com/dogscare/wp-content/themes/dogscare/assets/images/g55.jpg	C:/My%20Web%20Sites/webclone/wp.w3layouts.com/dogscare/wp-content/themes/dogscare/assets/images/g55.jpg	(from https://wp.w3layouts.com/dogscare/)
09:09:10	21197/21197	---M--	200	added ('OK')	image/jpeg	etag:%2252cd-5c1932885c319%22	https://wp.w3layouts.com/dogscare/wp-content/themes/dogscare/assets/images/g5.jpg	C:/My%20Web%20Sites/webclone/wp.w3layouts.com/dogscare/wp-content/themes/dogscare/assets/images/g5.jpg	(from https://wp.w3layouts.com/dogscare/)
09:09:10	72775/72775	---M--	200	added ('OK')	image/png	etag:%2211c47-5c1932885b379%22	https://wp.w3layouts.com/dogscare/wp-content/themes/dogscare/assets/images/dog2.png	C:/My%20Web%20Sites/webclone/wp.w3layouts.com/dogscare/wp-content/themes/dogscare/assets/images/dog2.png	(from https://wp.w3layouts.com/dogscare/)
09:09:10	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2007%20Dec%202022%2002:09:11%20GMT	https://wp.w3layouts.com/dogscare/about	C:/My%20Web%20Sites/webclone/wp.w3layouts.com/dogscare/about	(from https://wp.w3layouts.com/dogscare/)
09:09:10	261384/261384	---M--	200	added ('OK')	image/jpeg	etag:%223fd08-5c1932885b379%22	https://wp.w3layouts.com/dogscare/wp-content/themes/dogscare/assets/images/bg.jpg	C:/My%20Web%20Sites/webclone/wp.w3layouts.com/dogscare/wp-content/themes/dogscare/assets/images/bg.jpg	(from https://wp.w3layouts.com/dogscare/)
09:09:11	78770/78770	---M--	200	added ('OK')	image/jpeg	etag:%22133b2-5c193442422cd%22	https://wp.w3layouts.com/dogscare/wp-content/uploads/sites/49/2021/05/blog3.jpg	C:/My%20Web%20Sites/webclone/wp.w3layouts.com/dogscare/wp-content/uploads/sites/49/2021/05/blog3.jpg	(from https://wp.w3layouts.com/dogscare/)
09:09:11	47176/47176	---MCZ	200	added ('OK')	text/html	date:Wed,%2007%20Dec%202022%2002:09:12%20GMT	https://wp.w3layouts.com/dogscare/2021/05/05/hello-world/	C:/My%20Web%20Sites/webclone/wp.w3layouts.com/dogscare/2021/05/05/hello-world/index.html	(from https://wp.w3layouts.com/dogscare/)
09:09:11	63208/63208	---M--	200	added ('OK')	image/jpeg	etag:%22f6e8-5c1934437ba6d%22	https://wp.w3layouts.com/dogscare/wp-content/uploads/sites/49/2021/05/blog1.jpg	C:/My%20Web%20Sites/webclone/wp.w3layouts.com/dogscare/wp-content/uploads/sites/49/2021/05/blog1.jpg	(from https://wp.w3layouts.com/dogscare/)
09:09:12	45637/45637	---MCZ	200	added ('OK')	text/html	date:Wed,%2007%20Dec%202022%2002:09:12%20GMT	https://wp.w3layouts.com/dogscare/2021/05/05/how-to-keep-your-dog-cool-this-summer-2/	C:/My%20Web%20Sites/webclone/wp.w3layouts.com/dogscare/2021/05/05/how-to-keep-your-dog-cool-this-summer-2/index.html	(from https://wp.w3layouts.com/dogscare/)
09:09:12	69917/69917	---M-Z	200	added ('OK')	application/javascript	etag:%221111d-5c1932885d2b9-gzip%22	https://wp.w3layouts.com/dogscare/wp-content/themes/dogscare/assets/js/jquery-3.3.1.min.js	C:/My%20Web%20Sites/webclone/wp.w3layouts.com/dogscare/wp-content/themes/dogscare/assets/js/jquery-3.3.1.min.js	(from https://wp.w3layouts.com/dogscare/)
09:09:12	45666/45666	---MCZ	200	added ('OK')	text/html	date:Wed,%2007%20Dec%202022%2002:09:13%20GMT	https://wp.w3layouts.com/dogscare/2021/05/05/solution-for-grooming-behavior-problems-2/	C:/My%20Web%20Sites/webclone/wp.w3layouts.com/dogscare/2021/05/05/solution-for-grooming-behavior-problems-2/index.html	(from https://wp.w3layouts.com/dogscare/)
09:09:12	42961/42961	---MCZ	200	added ('OK')	text/html	date:Wed,%2007%20Dec%202022%2002:09:13%20GMT	https://wp.w3layouts.com/dogscare/category/dog/	C:/My%20Web%20Sites/webclone/wp.w3layouts.com/dogscare/category/dog/index.html	(from https://wp.w3layouts.com/dogscare/)
09:09:12	43209/43209	---MCZ	200	added ('OK')	text/html	date:Wed,%2007%20Dec%202022%2002:09:13%20GMT	https://wp.w3layouts.com/dogscare/category/dog-care/	C:/My%20Web%20Sites/webclone/wp.w3layouts.com/dogscare/category/dog-care/index.html	(from https://wp.w3layouts.com/dogscare/)
